FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
278371	39		Er170Di		170Er_KIR2DL5
278371	42		Yb173Di	hKIR3DL1, 173Yb	173Yb_KIR3DL1
278371	53		Center		Center
278342	4		Cd111Di	hHLA-DRA, 111Cd	111Cd_HLA-DR
278342	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278342	11		Nd142Di	hCD69, 142Nd	142Nd_CD69
278342	16		Sm147Di	hCD8A, 147Sm	147Sm_CD8
278342	21		Sm152Di	hMKI67, 152Sm	152Sm_Ki-67
278342	23		Sm154Di	hKIR2DS2, 154Sm	154Sm_KIR2DS2
278342	31		Dy162Di		162Dy_Siglec-7
278342	51		Pt198Di		198Pt_cisplatin
278342	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278342	56		Residual		Residual
278343	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278343	11		Nd142Di	hCD69, 142Nd	142Nd_CD69
278343	29		Gd160Di	160Gd, hFAS	160Gd_FAS-L
278343	34		Ho165Di	hCD96, 165Ho	165Ho_CD96
278343	56		Residual		Residual
278343	57		beadDist		beadDist
278344	9		Ce140Di		140Ce_BEADS
278344	15		Nd146Di	hCD19, 146Nd	146Nd_CD19
278344	22		Eu153Di	hKIR2DS4, 153Eu	153Eu_KIR2DS4
278344	30		Dy161Di		161Dy_NKp30
278344	41		Yb172Di		172Yb_NTB-A
278344	46		BCKG190Di		190BCKG_BCKG
278344	48		Ir193Di		193Ir_DNA-2
278344	55		Width		Width
278345	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278345	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278345	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278345	38		Tm169Di	hPDCD1, 169Tm	169Tm_PD1
278346	31		Dy162Di		162Dy_Siglec-7
278346	34		Ho165Di	hCD96, 165Ho	165Ho_CD96
278346	48		Ir193Di		193Ir_DNA-2
278346	2		Event_length		Event_length
278346	18		Sm149Di	hCD4, 149Sm	149Sm_CD4
278346	24		Gd155Di		155Gd_NKp46
278347	15		Nd146Di	hCD19, 146Nd	146Nd_CD19
278347	23		Sm154Di	hKIR2DS2, 154Sm	154Sm_KIR2DS2
278347	29		Gd160Di	160Gd, hFAS	160Gd_FAS-L
278347	34		Ho165Di	hCD96, 165Ho	165Ho_CD96
278347	37		Er168Di	hCXCR6, 168Er	168Er_CXCR6
278347	42		Yb173Di	hKIR3DL1, 173Yb	173Yb_KIR3DL1
278347	44		Lu175Di	hKIR2DL3, 175Lu	175Lu_KIR2DL3
278347	46		BCKG190Di		190BCKG_BCKG
278347	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278348	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278348	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278348	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278348	19		Nd150Di		150Nd_Syk
278348	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278348	45		Yb176Di	hPRF1, 176Yb	176Yb_Perforin
278348	56		Residual		Residual
278349	34		Ho165Di	hCD96, 165Ho	165Ho_CD96
278349	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278349	2		Event_length		Event_length
278349	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278349	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278349	8		In115Di	hCD3E, 115In	115In_CD3
278349	20		Eu151Di	hSELL, 151Eu	151Eu_CD62L
278349	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278349	55		Width		Width
278350	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278350	17		Nd148Di		148Nd_FcRg
278350	37		Er168Di	hCXCR6, 168Er	168Er_CXCR6
278350	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278350	50		Pt195Di		195Pt_cisplatin
278351	1		Time		Time
278351	8		In115Di	hCD3E, 115In	115In_CD3
278351	17		Nd148Di		148Nd_FcRg
278351	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278352	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278352	9		Ce140Di		140Ce_BEADS
278352	24		Gd155Di		155Gd_NKp46
278352	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278352	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278352	43		Yb174Di	hNCAM1, 174Yb	174Yb_CD56
278352	54		Offset		Offset
278352	56		Residual		Residual
278353	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278353	39		Er170Di		170Er_KIR2DL5
278353	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278353	48		Ir193Di		193Ir_DNA-2
278353	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278353	53		Center		Center
278353	11		Nd142Di	hCD69, 142Nd	142Nd_CD69
278353	27		Gd158Di		158Gd_2B4
278354	2		Event_length		Event_length
278354	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278354	8		In115Di	hCD3E, 115In	115In_CD3
278354	9		Ce140Di		140Ce_BEADS
278354	11		Nd142Di	hCD69, 142Nd	142Nd_CD69
278354	16		Sm147Di	hCD8A, 147Sm	147Sm_CD8
278354	25		Gd156Di		156Gd_NKG2D
278354	41		Yb172Di		172Yb_NTB-A
278354	54		Offset		Offset
278355	41		Yb172Di		172Yb_NTB-A
278355	44		Lu175Di	hKIR2DL3, 175Lu	175Lu_KIR2DL3
278355	49		Pt194Di		194Pt_cisplatin
278355	51		Pt198Di		198Pt_cisplatin
278355	53		Center		Center
278355	54		Offset		Offset
278355	1		Time		Time
278355	4		Cd111Di	hHLA-DRA, 111Cd	111Cd_HLA-DR
278355	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278355	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278355	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278356	9		Ce140Di		140Ce_BEADS
278356	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278356	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278356	21		Sm152Di	hMKI67, 152Sm	152Sm_Ki-67
278356	24		Gd155Di		155Gd_NKp46
278356	43		Yb174Di	hNCAM1, 174Yb	174Yb_CD56
278356	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278356	53		Center		Center
278356	56		Residual		Residual
278357	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278357	54		Offset		Offset
278358	2		Event_length		Event_length
278358	8		In115Di	hCD3E, 115In	115In_CD3
278358	16		Sm147Di	hCD8A, 147Sm	147Sm_CD8
278358	18		Sm149Di	hCD4, 149Sm	149Sm_CD4
278358	19		Nd150Di		150Nd_Syk
278358	26		Gd157Di		157Gd_TIGIT
278358	46		BCKG190Di		190BCKG_BCKG
278359	27		Gd158Di		158Gd_2B4
278359	29		Gd160Di	160Gd, hFAS	160Gd_FAS-L
278359	31		Dy162Di		162Dy_Siglec-7
278359	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278359	41		Yb172Di		172Yb_NTB-A
278359	51		Pt198Di		198Pt_cisplatin
278360	15		Nd146Di	hCD19, 146Nd	146Nd_CD19
278360	16		Sm147Di	hCD8A, 147Sm	147Sm_CD8
278360	18		Sm149Di	hCD4, 149Sm	149Sm_CD4
278360	28		Tb159Di		159Tb_DNAM-1
278360	29		Gd160Di	160Gd, hFAS	160Gd_FAS-L
278360	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278360	50		Pt195Di		195Pt_cisplatin
278360	55		Width		Width
278361	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278361	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278361	39		Er170Di		170Er_KIR2DL5
278361	49		Pt194Di		194Pt_cisplatin
278361	54		Offset		Offset
278361	19		Nd150Di		150Nd_Syk
278361	20		Eu151Di	hSELL, 151Eu	151Eu_CD62L
278361	21		Sm152Di	hMKI67, 152Sm	152Sm_Ki-67
278361	22		Eu153Di	hKIR2DS4, 153Eu	153Eu_KIR2DS4
278361	27		Gd158Di		158Gd_2B4
278362	2		Event_length		Event_length
278362	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278362	9		Ce140Di		140Ce_BEADS
278362	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278362	43		Yb174Di	hNCAM1, 174Yb	174Yb_CD56
278362	44		Lu175Di	hKIR2DL3, 175Lu	175Lu_KIR2DL3
278362	56		Residual		Residual
278363	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278363	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278363	14		Nd145Di	hLILRB1, 145Nd	145Nd_LILRB1
278363	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278363	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278363	50		Pt195Di		195Pt_cisplatin
278363	51		Pt198Di		198Pt_cisplatin
278363	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278364	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278364	47		Ir191Di		191Ir_DNA-1
278365	2		Event_length		Event_length
278365	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278365	9		Ce140Di		140Ce_BEADS
278365	14		Nd145Di	hLILRB1, 145Nd	145Nd_LILRB1
278365	50		Pt195Di		195Pt_cisplatin
278365	54		Offset		Offset
278366	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278366	24		Gd155Di		155Gd_NKp46
278366	29		Gd160Di	160Gd, hFAS	160Gd_FAS-L
278366	53		Center		Center
278367	9		Ce140Di		140Ce_BEADS
278367	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278367	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278367	15		Nd146Di	hCD19, 146Nd	146Nd_CD19
278367	17		Nd148Di		148Nd_FcRg
278367	31		Dy162Di		162Dy_Siglec-7
278367	32		Dy163Di		163Dy_NKG2C
278367	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278367	37		Er168Di	hCXCR6, 168Er	168Er_CXCR6
278367	42		Yb173Di	hKIR3DL1, 173Yb	173Yb_KIR3DL1
278367	51		Pt198Di		198Pt_cisplatin
278368	1		Time		Time
278368	2		Event_length		Event_length
278368	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278368	4		Cd111Di	hHLA-DRA, 111Cd	111Cd_HLA-DR
278368	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278368	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278368	8		In115Di	hCD3E, 115In	115In_CD3
278368	11		Nd142Di	hCD69, 142Nd	142Nd_CD69
278368	38		Tm169Di	hPDCD1, 169Tm	169Tm_PD1
278368	42		Yb173Di	hKIR3DL1, 173Yb	173Yb_KIR3DL1
278368	45		Yb176Di	hPRF1, 176Yb	176Yb_Perforin
278368	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278368	54		Offset		Offset
278369	1		BCKG190Di		190BCKG_BCKG
278369	10		Dy162Di		162Dy_Siglec-7
278369	23		Gd158Di		158Gd_2B4
278369	28		Ir193Di		193Ir_DNA-2
278369	37		Offset		Offset
278369	47		Tb159Di		159Tb_DNAM-1
278369	49		Y89Di	hB3GAT1, 89Y	89Y_CD57
278370	14		Nd145Di	hLILRB1, 145Nd	145Nd_LILRB1
278370	47		Ir191Di		191Ir_DNA-1
278370	50		Pt195Di		195Pt_cisplatin
278370	24		Gd155Di		155Gd_NKp46
278370	28		Tb159Di		159Tb_DNAM-1
278371	9		Ce140Di		140Ce_BEADS
278371	20		Eu151Di	hSELL, 151Eu	151Eu_CD62L
278371	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278371	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278371	46		BCKG190Di		190BCKG_BCKG
278371	47		Ir191Di		191Ir_DNA-1
278371	57		beadDist		beadDist
278342	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278342	24		Gd155Di		155Gd_NKp46
278342	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278342	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278342	37		Er168Di	hCXCR6, 168Er	168Er_CXCR6
278343	2		Event_length		Event_length
278343	4		Cd111Di	hHLA-DRA, 111Cd	111Cd_HLA-DR
278343	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278343	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278343	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278343	39		Er170Di		170Er_KIR2DL5
278344	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278344	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278344	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278344	44		Lu175Di	hKIR2DL3, 175Lu	175Lu_KIR2DL3
278344	53		Center		Center
278345	4		Cd111Di	hHLA-DRA, 111Cd	111Cd_HLA-DR
278345	14		Nd145Di	hLILRB1, 145Nd	145Nd_LILRB1
278345	15		Nd146Di	hCD19, 146Nd	146Nd_CD19
278345	18		Sm149Di	hCD4, 149Sm	149Sm_CD4
278345	23		Sm154Di	hKIR2DS2, 154Sm	154Sm_KIR2DS2
278345	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278345	39		Er170Di		170Er_KIR2DL5
278345	55		Width		Width
278346	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278346	53		Center		Center
278346	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278346	27		Gd158Di		158Gd_2B4
278347	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278347	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278347	17		Nd148Di		148Nd_FcRg
278347	19		Nd150Di		150Nd_Syk
278347	24		Gd155Di		155Gd_NKp46
278347	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278347	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278347	50		Pt195Di		195Pt_cisplatin
278348	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278348	18		Sm149Di	hCD4, 149Sm	149Sm_CD4
278348	32		Dy163Di		163Dy_NKG2C
278348	41		Yb172Di		172Yb_NTB-A
278348	44		Lu175Di	hKIR2DL3, 175Lu	175Lu_KIR2DL3
278349	31		Dy162Di		162Dy_Siglec-7
278349	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278349	9		Ce140Di		140Ce_BEADS
278349	11		Nd142Di	hCD69, 142Nd	142Nd_CD69
278349	19		Nd150Di		150Nd_Syk
278349	22		Eu153Di	hKIR2DS4, 153Eu	153Eu_KIR2DS4
278349	49		Pt194Di		194Pt_cisplatin
278349	54		Offset		Offset
278350	4		Cd111Di	hHLA-DRA, 111Cd	111Cd_HLA-DR
278350	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278350	8		In115Di	hCD3E, 115In	115In_CD3
278350	20		Eu151Di	hSELL, 151Eu	151Eu_CD62L
278350	21		Sm152Di	hMKI67, 152Sm	152Sm_Ki-67
278350	28		Tb159Di		159Tb_DNAM-1
278350	31		Dy162Di		162Dy_Siglec-7
278350	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278350	38		Tm169Di	hPDCD1, 169Tm	169Tm_PD1
278350	47		Ir191Di		191Ir_DNA-1
278350	51		Pt198Di		198Pt_cisplatin
278351	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278351	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278351	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278351	9		Ce140Di		140Ce_BEADS
278351	24		Gd155Di		155Gd_NKp46
278351	29		Gd160Di	160Gd, hFAS	160Gd_FAS-L
278351	34		Ho165Di	hCD96, 165Ho	165Ho_CD96
278351	44		Lu175Di	hKIR2DL3, 175Lu	175Lu_KIR2DL3
278352	4		Cd111Di	hHLA-DRA, 111Cd	111Cd_HLA-DR
278352	16		Sm147Di	hCD8A, 147Sm	147Sm_CD8
278352	17		Nd148Di		148Nd_FcRg
278352	55		Width		Width
278353	34		Ho165Di	hCD96, 165Ho	165Ho_CD96
278353	44		Lu175Di	hKIR2DL3, 175Lu	175Lu_KIR2DL3
278353	55		Width		Width
278353	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278353	9		Ce140Di		140Ce_BEADS
278353	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278353	17		Nd148Di		148Nd_FcRg
278353	18		Sm149Di	hCD4, 149Sm	149Sm_CD4
278353	22		Eu153Di	hKIR2DS4, 153Eu	153Eu_KIR2DS4
278353	23		Sm154Di	hKIR2DS2, 154Sm	154Sm_KIR2DS2
278353	31		Dy162Di		162Dy_Siglec-7
278354	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278354	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278354	18		Sm149Di	hCD4, 149Sm	149Sm_CD4
278354	19		Nd150Di		150Nd_Syk
278354	23		Sm154Di	hKIR2DS2, 154Sm	154Sm_KIR2DS2
278354	24		Gd155Di		155Gd_NKp46
278354	30		Dy161Di		161Dy_NKp30
278354	43		Yb174Di	hNCAM1, 174Yb	174Yb_CD56
278354	45		Yb176Di	hPRF1, 176Yb	176Yb_Perforin
278354	53		Center		Center
278354	55		Width		Width
278355	29		Gd160Di	160Gd, hFAS	160Gd_FAS-L
278355	30		Dy161Di		161Dy_NKp30
278355	37		Er168Di	hCXCR6, 168Er	168Er_CXCR6
278355	14		Nd145Di	hLILRB1, 145Nd	145Nd_LILRB1
278355	21		Sm152Di	hMKI67, 152Sm	152Sm_Ki-67
278355	27		Gd158Di		158Gd_2B4
278356	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278356	19		Nd150Di		150Nd_Syk
278356	29		Gd160Di	160Gd, hFAS	160Gd_FAS-L
278356	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278356	39		Er170Di		170Er_KIR2DL5
278356	49		Pt194Di		194Pt_cisplatin
278356	54		Offset		Offset
278357	9		Ce140Di		140Ce_BEADS
278357	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278357	17		Nd148Di		148Nd_FcRg
278357	42		Yb173Di	hKIR3DL1, 173Yb	173Yb_KIR3DL1
278357	56		Residual		Residual
278358	29		Gd160Di	160Gd, hFAS	160Gd_FAS-L
278358	31		Dy162Di		162Dy_Siglec-7
278358	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278358	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278358	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278358	14		Nd145Di	hLILRB1, 145Nd	145Nd_LILRB1
278358	20		Eu151Di	hSELL, 151Eu	151Eu_CD62L
278358	24		Gd155Di		155Gd_NKp46
278358	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278359	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278359	15		Nd146Di	hCD19, 146Nd	146Nd_CD19
278359	16		Sm147Di	hCD8A, 147Sm	147Sm_CD8
278359	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278359	38		Tm169Di	hPDCD1, 169Tm	169Tm_PD1
278359	39		Er170Di		170Er_KIR2DL5
278359	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278359	46		BCKG190Di		190BCKG_BCKG
278359	56		Residual		Residual
278359	57		beadDist		beadDist
278360	17		Nd148Di		148Nd_FcRg
278360	23		Sm154Di	hKIR2DS2, 154Sm	154Sm_KIR2DS2
278360	27		Gd158Di		158Gd_2B4
278360	31		Dy162Di		162Dy_Siglec-7
278360	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278360	53		Center		Center
278361	4		Cd111Di	hHLA-DRA, 111Cd	111Cd_HLA-DR
278361	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278361	53		Center		Center
278361	55		Width		Width
278361	24		Gd155Di		155Gd_NKp46
278362	17		Nd148Di		148Nd_FcRg
278362	19		Nd150Di		150Nd_Syk
278362	21		Sm152Di	hMKI67, 152Sm	152Sm_Ki-67
278362	28		Tb159Di		159Tb_DNAM-1
278362	49		Pt194Di		194Pt_cisplatin
278363	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278363	26		Gd157Di		157Gd_TIGIT
278363	31		Dy162Di		162Dy_Siglec-7
278363	44		Lu175Di	hKIR2DL3, 175Lu	175Lu_KIR2DL3
278363	45		Yb176Di	hPRF1, 176Yb	176Yb_Perforin
278363	55		Width		Width
278363	56		Residual		Residual
278363	57		beadDist		beadDist
278364	29		Gd160Di	160Gd, hFAS	160Gd_FAS-L
278364	30		Dy161Di		161Dy_NKp30
278364	49		Pt194Di		194Pt_cisplatin
278364	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278364	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278364	19		Nd150Di		150Nd_Syk
278364	26		Gd157Di		157Gd_TIGIT
278364	28		Tb159Di		159Tb_DNAM-1
278365	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278365	25		Gd156Di		156Gd_NKG2D
278365	29		Gd160Di	160Gd, hFAS	160Gd_FAS-L
278365	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278365	39		Er170Di		170Er_KIR2DL5
278365	45		Yb176Di	hPRF1, 176Yb	176Yb_Perforin
278365	46		BCKG190Di		190BCKG_BCKG
278366	2		Event_length		Event_length
278366	9		Ce140Di		140Ce_BEADS
278366	20		Eu151Di	hSELL, 151Eu	151Eu_CD62L
278366	39		Er170Di		170Er_KIR2DL5
278366	43		Yb174Di	hNCAM1, 174Yb	174Yb_CD56
278366	46		BCKG190Di		190BCKG_BCKG
278366	55		Width		Width
278367	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278367	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278367	11		Nd142Di	hCD69, 142Nd	142Nd_CD69
278367	22		Eu153Di	hKIR2DS4, 153Eu	153Eu_KIR2DS4
278367	45		Yb176Di	hPRF1, 176Yb	176Yb_Perforin
278367	49		Pt194Di		194Pt_cisplatin
278367	56		Residual		Residual
278367	57		beadDist		beadDist
278368	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278368	14		Nd145Di	hLILRB1, 145Nd	145Nd_LILRB1
278368	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278368	39		Er170Di		170Er_KIR2DL5
278368	53		Center		Center
278369	4		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278369	9		Dy161Di		161Dy_NKp30
278369	52		Yb173Di	hKIR3DL1, 173Yb	173Yb_KIR3DL1
278370	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278370	18		Sm149Di	hCD4, 149Sm	149Sm_CD4
278370	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278370	53		Center		Center
278370	54		Offset		Offset
278370	56		Residual		Residual
278370	23		Sm154Di	hKIR2DS2, 154Sm	154Sm_KIR2DS2
278371	1		Time		Time
278371	19		Nd150Di		150Nd_Syk
278371	32		Dy163Di		163Dy_NKG2C
278371	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278371	41		Yb172Di		172Yb_NTB-A
278371	44		Lu175Di	hKIR2DL3, 175Lu	175Lu_KIR2DL3
278371	55		Width		Width
278342	2		Event_length		Event_length
278342	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278342	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278342	17		Nd148Di		148Nd_FcRg
278342	25		Gd156Di		156Gd_NKG2D
278342	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278342	43		Yb174Di	hNCAM1, 174Yb	174Yb_CD56
278342	48		Ir193Di		193Ir_DNA-2
278343	9		Ce140Di		140Ce_BEADS
278343	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278343	32		Dy163Di		163Dy_NKG2C
278343	45		Yb176Di	hPRF1, 176Yb	176Yb_Perforin
278343	47		Ir191Di		191Ir_DNA-1
278343	54		Offset		Offset
278343	55		Width		Width
278344	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278344	18		Sm149Di	hCD4, 149Sm	149Sm_CD4
278344	21		Sm152Di	hMKI67, 152Sm	152Sm_Ki-67
278344	23		Sm154Di	hKIR2DS2, 154Sm	154Sm_KIR2DS2
278344	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278344	47		Ir191Di		191Ir_DNA-1
278345	1		Time		Time
278345	2		Event_length		Event_length
278345	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278345	25		Gd156Di		156Gd_NKG2D
278345	27		Gd158Di		158Gd_2B4
278345	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278345	37		Er168Di	hCXCR6, 168Er	168Er_CXCR6
278345	47		Ir191Di		191Ir_DNA-1
278345	54		Offset		Offset
278346	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278346	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278346	42		Yb173Di	hKIR3DL1, 173Yb	173Yb_KIR3DL1
278346	43		Yb174Di	hNCAM1, 174Yb	174Yb_CD56
278346	56		Residual		Residual
278346	21		Sm152Di	hMKI67, 152Sm	152Sm_Ki-67
278347	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278347	8		In115Di	hCD3E, 115In	115In_CD3
278347	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278347	25		Gd156Di		156Gd_NKG2D
278347	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278347	41		Yb172Di		172Yb_NTB-A
278348	2		Event_length		Event_length
278348	4		Cd111Di	hHLA-DRA, 111Cd	111Cd_HLA-DR
278348	11		Nd142Di	hCD69, 142Nd	142Nd_CD69
278348	14		Nd145Di	hLILRB1, 145Nd	145Nd_LILRB1
278348	22		Eu153Di	hKIR2DS4, 153Eu	153Eu_KIR2DS4
278348	31		Dy162Di		162Dy_Siglec-7
278348	43		Yb174Di	hNCAM1, 174Yb	174Yb_CD56
278349	30		Dy161Di		161Dy_NKp30
278349	32		Dy163Di		163Dy_NKG2C
278349	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278349	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278349	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278349	14		Nd145Di	hLILRB1, 145Nd	145Nd_LILRB1
278349	17		Nd148Di		148Nd_FcRg
278349	18		Sm149Di	hCD4, 149Sm	149Sm_CD4
278349	26		Gd157Di		157Gd_TIGIT
278349	47		Ir191Di		191Ir_DNA-1
278350	57		beadDist		beadDist
278350	1		Time		Time
278350	23		Sm154Di	hKIR2DS2, 154Sm	154Sm_KIR2DS2
278350	30		Dy161Di		161Dy_NKp30
278350	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278350	42		Yb173Di	hKIR3DL1, 173Yb	173Yb_KIR3DL1
278350	46		BCKG190Di		190BCKG_BCKG
278350	49		Pt194Di		194Pt_cisplatin
278350	53		Center		Center
278351	19		Nd150Di		150Nd_Syk
278351	31		Dy162Di		162Dy_Siglec-7
278351	42		Yb173Di	hKIR3DL1, 173Yb	173Yb_KIR3DL1
278351	48		Ir193Di		193Ir_DNA-2
278351	56		Residual		Residual
278352	15		Nd146Di	hCD19, 146Nd	146Nd_CD19
